,0,1,2,3,4
0Y030tm,0.07387797763981874,0.13544617803521564,0.5392632182489305,0.20468070967341273,0.04673191640262235
13024l3,0.06782051705979464,0.3639625420731193,0.07894763143351803,0.43500540136244337,0.054263908071124634
0B0119v,0.37855048907451194,0.2451744026875957,0.12815459275432325,0.1842738017388899,0.0638467137446792
0M0249t,0.3594962825868687,0.06120897951032657,0.03346198734702627,0.12102904090279387,0.4248037096529846
0B00id8,0.31073267717568354,0.16799061494673515,0.4278947913121621,0.06434542266463249,0.029036493900786692
0C021tr,0.2833975338581995,0.20114742909130026,0.04184360654819005,0.4042285615552479,0.06938286894706239
0R008j9,0.17387881657725818,0.10224685016773086,0.04129899347720182,0.07867228340377859,0.6039030563740306
13002gs,0.6939256164241577,0.08658744861524056,0.10074108946341306,0.07979175060724214,0.03895409488994658
0K00a53,0.4029245303567328,0.06585723857238678,0.13334531802886188,0.08681209233380456,0.31106082070821395
0M026e8,0.21481329610211747,0.10608479008700211,0.055766240626092,0.08635954909851068,0.5369761240862778
1301q0t,0.23476878522555256,0.4671265371292923,0.12191019736651112,0.1113169564693981,0.06487752380924591
0G01rk7,0.53784437678183,0.139456509982963,0.18212053300955217,0.09353834982114001,0.04704023040451485
12030o2,0.18381668947591767,0.06826829677951472,0.03621908785489083,0.16945448896569432,0.5422414369239824
0G0112e,0.5610477643725059,0.08887691026851532,0.09735344406470123,0.23581084647128342,0.01691103482299417
0700lci,0.12339425557445778,0.12950548260779846,0.6423233801555226,0.06655967306669039,0.03821720859553083
1301c9p,0.1129955542860906,0.07272809735440405,0.3954926495355684,0.402278014285867,0.01650568453806996
0G01n62,0.6076608871631037,0.17054484901120126,0.050087217790804286,0.127967025408919,0.04374002062597169
0W01dcr,0.2609452545632025,0.103111646899123,0.03792901465855423,0.04016014344265293,0.5578539404364673
1301quh,0.4513093076718656,0.08001534968075832,0.05974042938779508,0.04408836206038565,0.3648465511991954
1301s8a,0.1245834535766384,0.23649100043997817,0.11026507735998622,0.46347948292779684,0.06518098569560042
0A01fjn,0.11333535018233686,0.05136013473511304,0.7281712353639938,0.08973470849060433,0.017398571227952034
0T00nsl,0.04990558006252383,0.2871432291574654,0.048198527195686125,0.13486950178868026,0.4798831617956445
0M023ha,0.33646668877682684,0.06764387172106737,0.23536797114809035,0.06149199555068522,0.2990294728033302
1000pb2,0.09091013523920811,0.20643415901237394,0.5695058980927292,0.07515430947403873,0.057995498181649896
13019dp,0.3376060001026528,0.08810157796759954,0.33534635480408725,0.0897222518955468,0.1492238152301136
0R015sp,0.03169703549044003,0.049826831045998554,0.8492163968011974,0.054480007506334416,0.014779729156029462
0F027v6,0.2748188638289235,0.058114218831520285,0.2618925037053555,0.2862966425679626,0.11887777106623798
0F02dj3,0.4675671851952394,0.1775578371059383,0.08807275139785843,0.19538824905965355,0.07141397724131032
0G02hvg,0.547200599021036,0.2348923694913074,0.06726016685525373,0.10811873660776071,0.04252812802464204
1301lhp,0.17514569218469567,0.4167463095108814,0.08836037942483432,0.18474522094570794,0.13500239793388072
0302kvt,0.15766466575318905,0.11055325665333075,0.49701941830874585,0.06387845657578756,0.1708842027089468
13027oq,0.6955872382096524,0.07432473005583409,0.058359815138103545,0.10517170108394197,0.06655651551246805
0w01had,0.08266479060606967,0.10984310935145422,0.5629527619928252,0.23141964220101832,0.013119695848632625
1300nvp,0.3905277564633405,0.3400617249445933,0.052495581083133014,0.12028649057492162,0.09662844693401157
0F001pb,0.4549386555696524,0.2851394305149777,0.06599417068058908,0.048033280664372124,0.14589446257040872
1302j63,0.4547947297734154,0.08439632455466925,0.09198019907667787,0.058606785894984595,0.3102219607002529
1301fki,0.0755770428188715,0.08361835461119038,0.05734801748191958,0.03557023676685826,0.7478863483211602
1202v5a,0.4748807110166019,0.12140707106896376,0.07275276487412845,0.3041275935194999,0.026831859520805895
0202dsj,0.07014061347994675,0.08183110125128809,0.7311445349164376,0.07704683462252973,0.039836915729797806
1302n31,0.396854776302932,0.047116357583026694,0.051406963685257635,0.03368524404918116,0.47093665837960264
0H02hr7,0.12413316533265993,0.23337300163718724,0.06557085887043596,0.24656781408140493,0.330355160078312
0T00oj2,0.10725380067660904,0.4208079871547906,0.09225576269697247,0.18711326551775453,0.19256918395387335
0H007us,0.6297955874895333,0.1336329419851755,0.08106884014063832,0.11780993498475043,0.0376926953999024
0B005e2,0.3452793150675364,0.42795698232532275,0.08285095545074866,0.11198061510676341,0.0319321320496288
0000p01,0.042925118644646654,0.10560234772051205,0.7576175072476996,0.07858863847267968,0.015266387914462028
0C0283q,0.101961977650666,0.3205234318409202,0.1737655603686945,0.0774380452788091,0.32631098486091026
0W02i9c,0.1402196480544723,0.0880312770593174,0.02650217436691518,0.15908333139278563,0.5861635691265095
0G0030n,0.15442772379438705,0.16821643463523048,0.17937051821295893,0.46870608472598774,0.02927923863143582
0K01phn,0.22448182886006351,0.1552528717059448,0.27991992181628644,0.15277251795381958,0.18757285966388565
1202v82,0.4265119635744258,0.2902151611147823,0.14508510855280554,0.08015008978173208,0.05803767697625441
0R00uic,0.08285685820477658,0.4102888181833817,0.06558049064477414,0.3516144911997624,0.08965934176730511
0T01sdr,0.08602380494404308,0.3003847243860116,0.051243016136719166,0.34222178716484125,0.22012666736838493
130236b,0.4473889062691388,0.1648725648981015,0.05134893016674839,0.3028160550463592,0.033573543619652084
0R020pi,0.07218350732254751,0.33942837502903983,0.0993307604972753,0.4227631034899695,0.06629425366116787
1202osk,0.16656681822099764,0.29567599315514326,0.21763721670313058,0.2583953219279027,0.061724649992825766
0J02ace,0.10373875404514898,0.41366722496790903,0.08696998318795784,0.08427791732931314,0.31134612046967103
1302had,0.38491315956946537,0.08311145960930708,0.21838161056552774,0.025670899869706783,0.28792287038599307
1302lq4,0.3855973201493037,0.09880237874099154,0.060820412472410185,0.06660652112993527,0.3881733675073593
1301j60,0.22267195492176406,0.5119722559338642,0.040847891146529786,0.17943237807306656,0.0450755199247753
1302jtq,0.2706367729195108,0.14334205312929524,0.03239985806365117,0.06485789616888464,0.4887634197186581
0C0285c,0.03758411418083055,0.09407664139368058,0.7879189856374853,0.06219343699472653,0.018226821793277122
0G02s7s,0.06580932363151583,0.5120160659929305,0.18264433099927363,0.15365575606943327,0.08587452330684676
1000euc,0.07269540006867653,0.22530740741217248,0.48886165188923036,0.05256236898152799,0.16057317164839263
0Y00lj2,0.1213335245578949,0.08900342245369836,0.18838132996611012,0.0683434306814735,0.5329382923408231
1302oau,0.5574346847704834,0.18166084238101185,0.04920964385896644,0.0637454250489295,0.14794940394060876
0K021vf,0.10137246307835314,0.123080414626981,0.3536727173931793,0.34197510507899986,0.07989929982248678
0C01q1a,0.5127051979994811,0.24372877308228807,0.12245710240973004,0.06999666084515901,0.05111226566334181
0C01mkr,0.1587828404367882,0.38950841548381904,0.33730579280697337,0.06601592425340866,0.04838702701901079
1302vl3,0.19791713382689946,0.12706338613544832,0.3661414786894259,0.11597043461290849,0.19290756673531773
1302a9c,0.5515798372813873,0.1229047969716148,0.033690933672914765,0.26406879511702996,0.02775563695705319
1302lpp,0.4776527257742965,0.10378600133447047,0.09335083178443991,0.15631506760740208,0.168895373499391
0M009e1,0.4398234595676861,0.07343581146817753,0.07302777916488207,0.38833140562814117,0.025381544171113036
0M01glg,0.6424846437274494,0.11945624685909431,0.11323764232394058,0.08984005384416731,0.03498141324534845
13027no,0.06961297854224904,0.7124698588640571,0.058792381899710276,0.14466068689976114,0.014464093794222444
0B02e6a,0.5121022194874062,0.14106892722466374,0.16914493732755206,0.09902893529597394,0.07865498066440403
0F00atr,0.4613583533622856,0.1602410565561076,0.21658708103325974,0.13272033022313304,0.029093178825214037
0G00n0o,0.2774202277422757,0.11870742351275017,0.0811509586339842,0.48290488516136715,0.03981650494962279
0F02app,0.10930948651152583,0.357113869205454,0.42326777335134924,0.07889444066761953,0.03141443026405126
0F021ds,0.46939944841412296,0.068494532137711,0.09260162367850841,0.2340890553414801,0.1354153404281775
1301ija,0.3993541964416673,0.3479137419672465,0.07663598818806769,0.13753284473893126,0.03856322866408724
0H0148p,0.4140887990530619,0.1855823339403037,0.08351509620280095,0.05913143420583491,0.25768233659799844
0Y006cl,0.07719408655058387,0.44230572162922405,0.25990670038027863,0.061457035625252066,0.1591364558146614
1301hlt,0.2783340060338193,0.11663430538662174,0.10451580394033676,0.051468182936846456,0.4490477017023758
1302eeq,0.12769588901998175,0.11849317093080888,0.23512848461665212,0.09487768244700226,0.42380477298555497
0301ve2,0.1382122518717265,0.2766613824122338,0.2523695796728861,0.12414089996822607,0.2086158860749275
0J02066,0.19782634029095666,0.06706776340037175,0.44331729629685235,0.20320752571788409,0.08858107429393519
0A00utd,0.0977354136987624,0.08055415824451553,0.43341729555999314,0.33583633822150605,0.05245679427522279
1302ao4,0.4148899196473288,0.10364293738485035,0.07364697757345134,0.034265418362622084,0.3735547470317474
1302ko4,0.4959715634204449,0.11107348341821777,0.05286718558901857,0.06649524095520065,0.27359252661711814
0Y01tif,0.25943167098078146,0.12831169400531012,0.4815367501985728,0.050442649729337076,0.08027723508599852
1000n4n,0.1546306094120884,0.27055046515832826,0.08664276503496565,0.45482884123484735,0.033347319159770364
1202unf,0.19575870736811046,0.08120423144731911,0.30628136642832793,0.12161939665700891,0.2951362980992336
1301sii,0.3283261952870797,0.27597874616556844,0.04435894168482369,0.3007274477528741,0.050608669109654114
0C01721,0.08921631722357626,0.47793788362432166,0.2516950062171704,0.12825834141356182,0.052892451521369885
1301v3h,0.2630220471054908,0.30703867654301825,0.07843188618773574,0.1872899070974192,0.16421748306633605
0K02st1,0.08994299457933554,0.43610371513963564,0.11769474663946117,0.19226056190585378,0.163997981735714
0H02cde,0.44359834542817245,0.12143805759617504,0.0675891092286378,0.03171714576127185,0.3356573419857428
0A00tc0,0.5758354725254851,0.11595978895640295,0.13236326835082318,0.13597838356216493,0.03986308660512375
1301tv6,0.13315842860220495,0.574834012405354,0.0648193398654447,0.19916959029028916,0.02801862883670704
0801le9,0.07124608478441428,0.12293112500518472,0.5818339844314584,0.17064882875590004,0.05333997702304251
1202qag,0.05879243333653438,0.4758494900956843,0.06555062663974395,0.1478265746344665,0.2519808752935708
1301mbg,0.17213481582063828,0.516226343344324,0.08144149786333921,0.1109673431098322,0.11922999986186623
0R00aba,0.1857025897848806,0.2734979391855854,0.05938340187506607,0.22675705202888818,0.25465901712557976
1302451,0.4537633628904991,0.3015691837428024,0.08976237727559457,0.07788353479248936,0.07702154129861463
0B02erj,0.10753278858792292,0.4013160931408959,0.30763737374120503,0.14985750165074171,0.03365624287923443
0A0270f,0.31112371161185837,0.11898738340657915,0.053343201085138015,0.12289467741319807,0.3936510264832264
0M0118n,0.2963270109022724,0.07551941656564178,0.2703712217583685,0.1072160846498842,0.2505662661238331
0U02cc3,0.060705602253611435,0.21508644026926965,0.5170379108753027,0.12195055185170374,0.08521949475011248
10002n3,0.2214418343581733,0.12154235472476542,0.4725857791362602,0.04783146436968831,0.13659856741111276
13023ef,0.2278041773133921,0.5057905112218737,0.03506290106840489,0.18786554362302998,0.04347686677329937
0B018f8,0.3340766837043992,0.06665634864154177,0.137289828073066,0.36917870048062396,0.0927984391003691
13007d1,0.5491517734125495,0.15450649897996332,0.1171171990398274,0.14821892834559944,0.03100560022206032
0B0222n,0.47685437144939546,0.12370883001598602,0.10865656192162385,0.2655514030956662,0.025228833517328526
0Y00g3k,0.09327314851635711,0.11245176476280747,0.6443390371599422,0.09887563617225295,0.05106041338864017
0C00lp1,0.09516145889430182,0.27368595625011644,0.3547119761764486,0.191417629009371,0.08502297966976209
0601mh7,0.06235176647949397,0.15289188546711802,0.6346621472821831,0.10881317798255295,0.04128102278865198
0A00cnp,0.10661813658648464,0.36033276049658064,0.0810528104753943,0.24275012900054316,0.20924616344099728
13023fm,0.49070946054538694,0.15055464964858306,0.03011838697048467,0.2683576997539217,0.0602598030816236
13000j3,0.6059415524199965,0.1295507922969121,0.13535064075999814,0.05205620063856052,0.07710081388453262
0301kjg,0.05854554059304229,0.11965679576319624,0.6857306869962075,0.09788487493285872,0.03818210171469522
0T026cp,0.04647299733483925,0.0720500274366864,0.04090966748593215,0.07853055657522635,0.7620367511673158
0M024pb,0.08122551455184095,0.4378286092888522,0.09256666433715723,0.31931124264633215,0.06906796917581742
0G003je,0.10043224144978459,0.6100521706389531,0.05971728514554534,0.21170630794276002,0.018091994822957057
0M00pnl,0.2573548827554405,0.05834968523988182,0.055853501726222075,0.21517397929120946,0.41326795098724617
0A015h2,0.12057133675325765,0.5159337147368435,0.2301771619535691,0.08086190954260716,0.05245587701372258
0T02qea,0.0722720093593619,0.16661702713875406,0.08089916174215131,0.042583633047722426,0.6376281687120102
1301ii9,0.6741246776055848,0.15880080235399255,0.06358558663176309,0.04894321300550789,0.05454572040315173
0Y00nr6,0.11210453246874297,0.5727754792226594,0.08431883071278942,0.10710133003082936,0.12369982756497888
0U00lcp,0.07348396619148428,0.07806567306357319,0.06829651737756243,0.04046029485079238,0.7396935485165878
10004fs,0.09132949417178077,0.09294617444484786,0.48995311380092527,0.0663839924953033,0.25938722508714285
1301qm4,0.28550847613446284,0.09759529224871581,0.1568994105838264,0.05549859288067624,0.4044982281523186
13016if,0.334790088168834,0.17006918477060642,0.05102928531228795,0.4282396234445178,0.015871818303753782
06008be,0.05651902235083081,0.09147738774410728,0.751341806718537,0.09199940046639446,0.008662382720130393
0A031kn,0.4678468053104612,0.06664120032263361,0.11247625274701761,0.2654084079483533,0.08762733367153425
1301v4e,0.07634412616827062,0.33817387711296254,0.20716999266724753,0.13625932304186736,0.24205268100965185
1302m1r,0.1147048442522435,0.07854987606887592,0.04842889594532764,0.08614939139645335,0.6721669923370996
0M01e0j,0.158972925466017,0.4334701508702212,0.14018288486594652,0.24585735169875203,0.02151668709906319
1301rkq,0.3321164263588881,0.13509027511651062,0.031576711854684296,0.09092778696869637,0.4102887997012207
0A01kc4,0.19609741649547885,0.4618624535172648,0.09579604826755558,0.21189651213216049,0.03434756958754032
0C00mbq,0.3042824891534311,0.30347551277636176,0.24398453763078642,0.10682465299760902,0.04143280744181177
1300olo,0.36736966526444537,0.12643382009507848,0.3941635093384429,0.0925859019116304,0.019447103390402863
0H015g4,0.284389165249669,0.08316522985872424,0.15543835080424795,0.3519201324047171,0.1250871216826416
1301rlq,0.579317398877382,0.09167713341429819,0.04578777755074121,0.17725663343391082,0.10596105672366783
0W029bd,0.18308440665336934,0.06547223009731244,0.05577450521808154,0.051623112731450385,0.6440457452997863
0H014nv,0.47721322784479203,0.08594236785679289,0.08938860127372915,0.246384938350443,0.10107086467424305
0H02utm,0.13488039050582523,0.4951452065439569,0.04908730306052971,0.30188686032231155,0.019000239567376603
13022k8,0.2007357376368493,0.30941698504089243,0.17556598418340566,0.08232136644815062,0.23195992669070198
130234l,0.6227261549044086,0.1351956754722046,0.11174955108281497,0.10706787457816055,0.023260743962411203
1302g47,0.060271565156752305,0.37641320010551005,0.11050369749554986,0.3547625940644576,0.09804894317773022
130235b,0.11458742351993156,0.21718611034257673,0.46428188158023387,0.1879474366202169,0.01599714793704086
12030jp,0.5560570176216404,0.06357763579996009,0.09024898558312411,0.07211884237940543,0.21799751861586997
0302jej,0.14950916079453766,0.13645048590361408,0.2245790030220665,0.4711384210274247,0.018322929252357064
0M00m5a,0.622306039735619,0.15221355906233824,0.04763747686361077,0.1280699722345101,0.04977295210392191
1301t9c,0.6393274636593325,0.18417200314425644,0.048136758754932084,0.07117472871411684,0.05718904572736217
0C0060i,0.15901975793831666,0.07436110766026886,0.16944519223864157,0.34380195616118453,0.2533719860015883
13021j5,0.2829900954759661,0.11662597657449378,0.45410295885759333,0.045169975232417406,0.10111099385952949
0C025sk,0.44882699943063376,0.18751024950226167,0.05856715392705485,0.24180367048153378,0.06329192665851603
0H00bg5,0.14938017880340324,0.1913870051123182,0.18338292861559796,0.08285849406767272,0.39299139340100786
1301tch,0.10083654007863667,0.6433050993020631,0.09036082530675829,0.07975750181331463,0.08574003349922722
0U02cco,0.10566017017212556,0.07095501157059775,0.5970867218939296,0.15193695170036264,0.07436114466298444
1302phc,0.2940140256041738,0.2981549371372241,0.16279823718674735,0.20645759579381115,0.038575204278043645
100021l,0.06867832618327105,0.06988250705420329,0.639681705691849,0.19951948501210257,0.022237976058573975
0C00rvg,0.14781497356841067,0.5449090593166682,0.09243194930555661,0.19362745094179007,0.021216566867574494
13025s8,0.09599264935021462,0.0682111756119661,0.03714716252928352,0.044297337437166476,0.7543516750713694
1302aad,0.1721653454165139,0.12196094140243947,0.03412836732413245,0.11180528877191082,0.5599400570850033
13022k2,0.5311902819354546,0.1608810823980175,0.19915295162823882,0.0634117373492868,0.04536394668900232
0F023au,0.42756951635189594,0.1369800404938039,0.10597297115175773,0.30406496047240855,0.025412511530133887
120316t,0.04976489392495334,0.550625108936394,0.07559948520235077,0.12429069125610931,0.1997198206801926
0K0244h,0.18857738965595144,0.08661404020329297,0.030639187123484707,0.5988725022451544,0.09529688077211643
1302fa9,0.1264066771475681,0.4279028896931774,0.2498815914724014,0.13303381493766564,0.06277502674918753
0102fd2,0.024350225339809125,0.043645337215866935,0.8650498379163782,0.05289426009748567,0.014060339430459992
1302dio,0.45209925707319276,0.1159625525946775,0.13549251114450966,0.06960575876761672,0.22683992042000337
0A02k6i,0.08264679494017423,0.1085024582993334,0.04254156000503369,0.15451102261991845,0.6117981641355401
1301nd3,0.5544979601469421,0.1725059897618679,0.16222023298125543,0.06018252440175263,0.050593292708182004
1302edd,0.0925175441798908,0.563582921787137,0.05415318126519213,0.27034498939029483,0.019401363377485305
0M01n5v,0.06278311062092044,0.42878339806602334,0.11312573693505446,0.2712838178822867,0.12402393649571503
0J00841,0.48784409621766744,0.058118886964543114,0.03629794046907781,0.14195967394240186,0.27577940240630977
0F00u8e,0.26739757654001695,0.21443245618456885,0.047932786086850844,0.43565977279400175,0.034577408394561554
0W01dd7,0.06133157780419092,0.2390401545701859,0.41198049109823864,0.2185835831480694,0.06906419337931516
0A00hb4,0.5130002369389042,0.15744101987844164,0.1330407122026067,0.17009780529125573,0.02642022568879176
0A01612,0.6052208890393166,0.10869320883731688,0.08315529842768657,0.15527362065502515,0.04765698304065487
0A00edq,0.5118848987088073,0.08463932333601382,0.050590236787848304,0.2893123582151176,0.06357318295221302
1301qve,0.0855528697737898,0.3848207610847876,0.10507841822848632,0.2625001040553588,0.16204784685757745
0A01bft,0.5273722616694143,0.29217372405328623,0.0717979549261883,0.055337832930342785,0.053318226420768285
0M0053r,0.6667819456354613,0.10687911243846926,0.0775900872096494,0.11943580056752764,0.029313054148892417
0S01f4a,0.12024348270812954,0.39338218542954706,0.20497865644627022,0.1502360277654918,0.13115964765056132
0B006ca,0.5429343191974285,0.1013832570851354,0.07646863435652523,0.23593506095904307,0.043278728401867826
0G00b5t,0.07120639723745462,0.6671989363326108,0.051746578988507284,0.16332422724827722,0.04652386019315
0U00d54,0.06924421835230829,0.08199616753567282,0.02483007859230468,0.03152673939527853,0.7924027961244358
0H023dk,0.3026907864809249,0.18606852274568536,0.18791488704923923,0.2572643706684417,0.06606143305570879
0G018t8,0.3765181280286908,0.2254197874785511,0.18032112488047153,0.12310003378729392,0.09464092582499269
1201tab,0.08965433884766368,0.42986397243445695,0.10351960989367263,0.35477151725126654,0.022190561572940175
1301j4o,0.2742399122851673,0.25303961034172695,0.324628659100195,0.10004607954420751,0.04804573872870318
0C006lk,0.5665511379424673,0.2038789200819079,0.09138210383085182,0.04527650442204974,0.09291133372272337
1302mlv,0.4161424753254318,0.1191396468550039,0.09002617945187805,0.0805743151160383,0.29411738325164793
0Y02589,0.22127897518343748,0.11146472600367724,0.5234978858521504,0.03988204980834407,0.10387636315239093
1202mph,0.2992126697492643,0.265620672583336,0.29017693840476244,0.08552413868101685,0.05946558058162037
0A01b11,0.47069620513645133,0.051805188949217436,0.04150053023393623,0.06882034707784568,0.3671777286025493
0802bld,0.11650714822443989,0.20928133215488381,0.5295588395591777,0.1148277325578815,0.029824947503617045
0F02sho,0.6734097355428673,0.1094036079724838,0.054700168175928494,0.14298767484475816,0.019498813463962192
0K00lb4,0.26404323493836135,0.11474590572851592,0.05710912613819834,0.0648540592389537,0.49924767395597064
13028pm,0.14561482611066698,0.1845364565592852,0.091150742640035,0.49397805598668093,0.08471991870333194
1301cl7,0.11598228396239398,0.6111410303066427,0.11345034701724135,0.12792580867131786,0.03150053004240413
0J00d64,0.39363429762559354,0.07396198710082603,0.04447287822666641,0.04075337131896329,0.4471774657279507
0B027ag,0.46750660361599455,0.17284244391820713,0.07293354657722696,0.12610965471487626,0.16060775117369522
0702fpc,0.08143254022916102,0.09452374835096158,0.5361826573841165,0.13500331626122364,0.15285773777453723
1302nsm,0.10354964443807099,0.5460703423612123,0.18014497057346776,0.09596678444211676,0.07426825818513211
0J01hlo,0.6375938274755928,0.13221611996827706,0.08760706939608713,0.04577718581704337,0.09680579734299977
1302ie6,0.1966046885991452,0.10782221374884116,0.042544811080834126,0.08206184102793809,0.5709664455432415
0B00cgn,0.09855932055318699,0.5261861939470283,0.08516142340244261,0.26417739045581945,0.025915671641522843
0F008ie,0.7041199559813316,0.10576410315600662,0.03025012387593716,0.11558738157917767,0.04427843540754695
0M02b8v,0.29410967170216523,0.06501685152035273,0.1196580447935001,0.3004439973283085,0.2207714346556734
0B017go,0.36471686426450023,0.11671073964354094,0.3328458934447093,0.05633996983704642,0.1293865328102032
0802hrg,0.08083258455424451,0.06782310225598134,0.7444443234459907,0.05490806069574974,0.05199192904803379
1001p5a,0.1163563707189679,0.08244107706051944,0.5901906208339345,0.15689577639837707,0.05411615498820113
1301f0b,0.16869907005512488,0.576879135690441,0.08787026602497902,0.1184358933253204,0.04811563490413466
1301oqb,0.6174214457054436,0.13718430320528546,0.08138713699567546,0.12471101214597916,0.03929610194761634
1302is3,0.29292881616599886,0.16342294257111983,0.2816675074772536,0.04658523757358098,0.21539549621204673
13005tc,0.23157150227569256,0.40910984374114423,0.09491348857056557,0.21054163516855356,0.05386353024404405
0G01m4q,0.5293244721248664,0.11604390081488902,0.11754450923900407,0.21354535732876218,0.023541760492478227
0Y02bv3,0.01735681943549403,0.03424252628166506,0.9049197379942775,0.03841611476444251,0.005064801524121054
0A0020c,0.22003977458711682,0.2682757601137651,0.03644766396482077,0.33434257389396643,0.14089422744033095
0C020c2,0.10378302862821694,0.557303208004645,0.15960503870690745,0.09870119544748165,0.08060752921274916
0M0020q,0.1475170330846271,0.15968281257689287,0.29593062184176866,0.3059919194826733,0.09087761301403799
11000ag,0.07771811350965513,0.0684862352504801,0.6729645097445991,0.12887336291556184,0.051957778579703774
1302fsd,0.19613923001191594,0.0840856323275313,0.05875258549376016,0.1427307732751082,0.5182917788916844
0A00g2q,0.12711485604994088,0.12328956446748585,0.4332453137127723,0.03664822386217908,0.27970204190762193
1301c81,0.3934305525740523,0.10246085358105068,0.09550015598112327,0.11169120683898942,0.29691723102478434
0100uoo,0.06355022458223736,0.14640949235099768,0.6407816366876953,0.10343527698415872,0.045823369394910884
1301dsv,0.5745096312474782,0.2291976247302136,0.08127514067339389,0.08609385854437243,0.02892374480454178
0R006jd,0.2575946661963606,0.3795257181675655,0.11033150414671607,0.1671016509060141,0.08544646058334371
